RECORD_TIME,H_WIND_AMOUNT,H_COLD_PRESS,H_QLWC,H_FYL,H_PRESS_DIFF,H_LYL,H_SF,H_ACT_FS,H_GDFN,OFT,TS,GFD,BFC
2023-12-18 01:00:00,6129.02,433.48,2.43,5.93,177.34,47.26,8.35,269.02,15243.52,3,1,1,3
2024-02-26 20:00:00,6039.88,434.72,1.82,6.01,178.52,47.24,20.15,270.33,15172.94,1,1,1,1
2023-05-20 20:00:00,5884.95,438.72,1.77,4.53,176.73,47.82,15.78,261.47,14281.93,1,1,1,1
2023-04-03 00:00:00,5901.12,434.05,2.85,4.86,174.39,47.74,22.22,259.55,13686.13,5,1,1,1
2023-09-27 17:00:00,5885.07,431.66,2.69,3.38,174.13,47.7,1.76,255.25,13171.77,5,1,1,1
2023-05-19 07:00:00,5968.32,438.54,1.84,4.47,176.67,47.2,16.78,261.44,14464.96,5,1,1,1
2023-09-15 06:00:00,5890.29,435.93,1.2,5.08,175.91,44.98,1.58,261.54,13851.24,4,1,1,1
2023-03-04 07:00:00,5990.37,435.99,2.3,5.21,175.16,47.73,19.63,264.86,14435.32,1,1,1,1
2024-02-08 13:00:00,5977.21,433.59,2.53,6.08,177.4,47.62,16.16,266.72,14623.06,1,1,1,1
2023-04-14 16:00:00,5739.3,427.43,1.74,2.72,173.34,43.41,19.87,248.32,12168.78,1,1,1,1
2024-01-20 03:00:00,6038.69,434.36,2.12,6.02,178.39,47.32,11.17,266.52,14749.5,3,1,1,1
2023-12-09 15:00:00,6123.05,425.59,3.08,4.25,169.81,46.88,2.09,265.11,14779.28,1,1,1,1
2023-09-21 18:00:00,5690.03,437.42,2.02,3.73,178.34,50.18,2.65,242.91,11531.38,1,1,1,1
2023-08-08 17:00:00,5925.63,435.74,1.06,5.48,174.77,46.01,4.53,257.38,13486.95,3,1,1,1
2023-07-22 02:00:00,5946.07,435.88,0.0,5.03,174.36,45.67,4.56,258.57,13644.73,4,2,2,1
2023-03-03 04:00:00,5917.05,435.44,2.33,5.28,174.97,48.31,18.64,260.35,13774.9,1,1,1,1
2023-12-24 04:00:00,5990.76,425.29,3.35,6.26,169.77,47.62,5.65,266.46,14618.95,1,1,1,1
2024-02-26 05:00:00,6043.8,433.63,1.83,6.01,177.55,46.95,20.92,271.12,15249.28,1,3,3,1
2023-08-29 02:00:00,6010.61,433.51,1.48,5.18,172.81,45.12,2.4,270.62,15145.08,1,1,1,1
2023-06-27 23:00:00,5963.99,434.54,1.45,5.01,172.33,45.68,7.85,261.41,13997.77,5,1,1,1
2024-01-02 04:00:00,6015.76,434.23,2.2,6.09,178.52,47.14,8.99,265.58,14565.16,5,1,1,4
2024-01-19 05:00:00,6025.96,434.48,2.35,6.03,178.5,47.27,10.3,262.19,14239.65,1,1,1,1
2023-09-25 12:00:00,5829.23,432.74,2.68,4.0,173.26,49.08,2.81,252.9,12812.58,2,1,1,1
2024-02-25 04:00:00,6036.0,433.99,1.9,6.02,177.58,47.33,22.03,269.53,15058.36,1,1,1,1
2023-11-28 22:00:00,6065.36,435.73,2.31,3.97,180.16,48.7,4.14,265.75,14720.69,1,1,1,1
2023-06-12 09:00:00,5754.38,416.94,2.13,2.99,165.82,45.9,5.97,262.75,14089.16,1,1,1,1
2023-10-11 18:00:00,5786.09,422.4,1.59,1.52,173.02,47.71,2.02,256.25,13059.36,1,1,1,1
2023-11-21 19:00:00,6046.25,430.8,2.88,2.16,175.27,48.8,7.26,265.59,14668.86,4,1,1,4
2023-11-23 03:00:00,5850.79,431.27,2.75,4.0,176.79,47.85,3.76,254.39,13019.33,1,1,1,1
2023-07-15 17:00:00,5838.5,433.02,0.0,5.12,174.01,45.71,4.97,250.29,12588.4,5,1,1,1
2023-12-03 20:00:00,6148.18,428.54,4.02,2.96,172.15,46.59,9.03,265.68,14910.87,1,1,1,1
2023-07-18 05:00:00,5946.32,434.82,0.0,5.03,173.26,45.66,1.39,260.04,13818.6,3,1,1,1
2023-12-16 00:00:00,6075.0,433.11,2.76,5.56,177.93,46.7,5.05,262.59,14389.05,5,1,1,1
2023-12-19 20:00:00,6074.39,437.8,2.65,6.21,181.61,48.27,7.33,265.26,14691.92,1,1,1,1
2023-06-15 02:00:00,5971.8,429.21,1.81,3.7,172.96,46.58,4.51,266.58,15044.13,1,1,1,1
2023-11-17 19:00:00,6025.66,425.83,3.22,1.3,170.38,49.12,6.31,263.54,14391.09,1,2,2,1
2023-07-05 19:00:00,6022.75,436.0,0.0,4.96,173.72,45.22,4.56,261.94,14203.73,1,1,1,1
2023-05-25 01:00:00,5867.64,436.3,1.81,4.54,174.18,47.51,12.74,263.91,14501.34,1,1,1,1
2023-05-23 12:00:00,5913.29,440.33,1.8,4.4,177.96,46.65,15.9,264.04,14623.51,1,1,1,1
2023-03-10 17:00:00,5843.56,436.61,2.21,5.12,176.48,46.72,21.9,257.49,13312.72,4,1,1,1
2023-11-18 01:00:00,6055.98,426.02,3.03,1.27,170.18,48.22,5.33,267.04,14821.88,1,1,1,1
2024-02-01 17:00:00,5987.61,432.11,2.77,6.06,176.12,45.93,13.1,269.11,14902.08,1,1,1,1
2023-10-12 22:00:00,5824.46,424.02,1.55,1.47,174.72,47.62,2.2,256.32,13162.81,3,1,1,1
2023-08-30 19:00:00,5969.08,437.92,1.8,5.23,176.94,45.19,3.46,264.89,14384.95,3,1,1,1
2023-09-18 02:00:00,5757.9,426.81,1.19,4.61,169.31,43.81,2.05,252.26,12593.84,4,1,1,1
2023-04-10 18:00:00,5842.09,437.95,1.6,4.7,176.91,43.46,18.31,251.76,12727.82,1,1,1,1
2024-02-23 16:00:00,5995.38,437.89,1.92,6.07,182.01,47.33,20.52,265.95,14568.66,1,1,1,1
2023-10-03 23:00:00,0.0,-0.67,0.85,0.0,-0.41,40.42,1.06,0.0,0.0,1,2,2,1
2024-02-15 08:00:00,6008.3,429.35,2.42,6.04,173.55,47.41,14.96,270.78,15136.06,1,1,1,1
2023-11-01 06:00:00,0.0,65.21,0.75,0.0,-0.54,79.12,2.39,0.0,0.0,1,1,1,1
2023-05-18 10:00:00,5917.96,437.97,1.69,4.38,176.02,46.85,18.29,260.15,14218.42,4,3,3,1
2023-12-08 09:00:00,6110.95,430.53,3.2,3.84,175.05,46.71,3.67,265.38,14783.15,2,1,1,1
2023-03-26 00:00:00,5944.11,424.03,2.98,5.02,162.74,46.3,21.64,264.97,14344.48,3,1,1,1
2024-01-26 20:00:00,6013.27,435.01,2.18,6.06,179.04,46.87,14.78,269.19,14975.23,1,1,1,1
2023-12-22 23:00:00,6032.39,434.01,2.94,6.25,178.37,47.74,8.54,263.46,14386.28,1,1,1,1
2023-12-03 06:00:00,6196.31,427.72,3.49,2.11,170.99,46.67,7.7,265.66,15023.4,1,1,1,1
2023-08-28 12:00:00,5999.34,434.46,1.47,5.19,173.68,44.71,2.66,267.31,14746.53,1,1,1,1
2023-12-03 19:00:00,6077.62,431.67,3.74,3.0,175.84,46.33,9.54,259.99,14132.82,1,1,1,1
2023-11-23 14:00:00,5690.35,425.19,2.12,3.91,178.33,47.7,5.34,246.53,11888.52,3,1,1,1
2023-03-10 09:00:00,5826.71,432.24,1.95,5.12,172.24,46.57,21.37,257.63,13273.43,4,1,1,1
2023-09-13 03:00:00,5919.82,432.93,0.95,5.12,172.8,44.33,1.68,260.45,13803.34,1,1,1,1
2023-05-12 23:00:00,5871.98,439.14,1.92,4.51,177.71,46.39,12.9,257.57,13832.62,1,1,1,1
2023-07-18 16:00:00,5965.8,438.7,0.0,5.01,177.02,45.44,1.65,261.24,13993.43,5,1,1,1
2023-10-16 13:00:00,5821.66,410.98,3.28,0.0,162.99,46.24,1.66,273.5,15442.6,1,1,1,1
2023-04-02 12:00:00,5835.48,435.87,2.22,4.76,177.84,47.47,20.7,252.24,12761.57,5,1,1,1
2023-07-17 00:00:00,5957.49,436.35,0.0,5.03,174.46,45.1,2.07,259.84,13833.06,2,1,1,1
2023-11-11 03:00:00,5915.06,430.62,2.42,4.07,175.91,48.34,3.09,261.41,13887.15,2,1,1,1
2023-07-22 07:00:00,5953.99,439.68,0.0,5.02,178.03,45.38,4.84,256.26,13434.12,4,2,2,1
2023-04-26 13:00:00,5698.6,416.37,2.33,2.05,170.38,47.75,16.14,266.27,14799.49,4,1,1,1
2023-11-17 18:00:00,6017.62,428.51,3.45,1.31,173.06,48.39,6.38,260.05,13978.13,1,2,2,1
2023-06-10 11:00:00,5750.93,421.6,2.38,4.04,166.99,46.79,1.71,261.83,14004.57,2,1,1,1
2023-03-11 06:00:00,5858.75,436.11,1.84,5.1,175.92,46.94,21.22,257.31,13322.05,5,1,1,1
2023-10-29 00:00:00,5843.09,430.06,2.01,2.9,175.62,47.99,1.16,252.92,12843.15,1,1,1,1
2023-11-12 08:00:00,5982.65,428.45,2.86,4.18,173.11,47.42,3.47,265.85,14554.99,1,1,1,1
2023-03-16 04:00:00,5985.07,435.6,2.09,2.17,174.83,45.4,22.16,253.93,13264.51,1,1,1,1
2024-02-26 11:00:00,6039.8,430.92,1.79,6.02,174.71,47.11,21.26,271.99,15362.77,2,3,3,1
2023-08-22 16:00:00,6040.71,436.4,1.93,4.94,175.09,45.09,2.94,264.76,14562.4,1,1,1,1
2023-12-14 10:00:00,6134.37,432.85,2.13,5.09,177.46,46.81,9.25,264.33,14745.14,5,1,1,1
2023-05-05 05:00:00,5999.24,439.71,2.12,4.33,177.73,46.88,19.98,263.98,14837.54,1,1,1,1
2023-08-07 23:00:00,5861.8,435.9,1.07,5.54,175.04,45.92,2.9,253.95,13000.1,1,1,1,1
2023-07-26 18:00:00,5933.94,435.85,1.09,5.26,174.34,46.17,2.4,256.9,13456.57,1,1,1,1
2023-08-18 23:00:00,6012.53,436.45,2.47,4.75,175.41,46.16,1.34,267.77,14822.08,1,1,1,1
2023-12-28 16:00:00,6003.55,430.93,2.5,5.91,175.5,45.14,10.19,264.12,14399.99,1,1,1,1
2023-08-03 22:00:00,5973.95,439.62,0.99,5.45,178.34,45.19,4.69,260.15,13888.35,1,1,1,1
2023-06-02 17:00:00,5888.31,441.3,1.88,4.42,179.16,47.86,8.22,261.48,14286.33,1,1,1,1
2023-08-05 04:00:00,5818.41,437.29,1.1,5.57,176.74,45.42,4.74,250.49,12557.15,1,1,1,1
2023-03-08 04:00:00,5916.13,434.01,2.0,5.29,173.67,47.93,19.94,261.35,13884.17,1,1,1,1
2023-04-02 13:00:00,5792.44,436.56,2.24,4.83,178.94,47.18,21.24,247.54,12209.99,5,1,1,1
2023-04-09 12:00:00,5876.4,440.53,1.66,4.7,179.98,43.99,16.76,247.6,12379.13,1,1,1,1
2024-01-10 17:00:00,6132.31,434.22,3.52,5.94,177.81,46.76,7.61,271.82,15564.45,1,1,1,1
2023-09-15 18:00:00,5872.8,435.6,1.12,5.1,176.01,44.82,2.02,255.94,13210.48,1,1,1,1
2024-01-06 20:00:00,6019.21,436.36,2.84,6.17,181.16,47.67,5.93,260.89,14094.52,1,1,1,1
2023-03-31 03:00:00,5841.08,426.81,3.04,5.11,165.83,47.6,15.9,260.63,13642.93,4,1,1,1
2023-04-13 02:00:00,5669.66,422.49,1.75,3.44,170.45,42.94,18.03,237.66,11003.86,2,1,1,1
2023-12-31 14:00:00,6014.38,433.95,2.33,6.0,178.86,46.55,7.94,262.95,14284.75,1,1,1,1
2023-05-22 18:00:00,5900.33,439.62,1.74,4.41,177.36,47.73,15.2,263.85,14563.1,1,1,1,1
2023-10-30 22:00:00,5849.33,425.95,2.39,2.89,174.42,47.52,2.71,256.99,13278.07,1,1,1,1
2023-03-05 11:00:00,5922.22,432.66,2.21,5.26,171.86,47.89,20.01,262.78,14050.17,4,1,1,1
2023-05-27 12:00:00,5909.64,436.64,1.7,4.4,174.17,47.16,11.15,264.75,14705.52,5,2,2,1
2023-12-19 23:00:00,6085.73,433.05,2.68,6.19,177.14,46.8,6.5,267.19,14924.41,1,1,1,1
2023-04-07 21:00:00,5838.53,440.25,1.66,5.02,179.54,45.89,15.44,247.56,12295.27,5,1,1,1
2023-03-19 02:00:00,5849.92,415.31,2.94,4.66,161.28,46.66,22.48,264.81,14115.05,4,1,1,1
2023-03-09 00:00:00,5612.41,436.64,2.73,5.55,177.77,46.65,20.11,236.38,10774.7,1,1,1,1
2023-12-28 01:00:00,6006.95,435.42,1.9,5.88,179.7,46.56,8.9,264.06,14392.85,1,1,1,1
2023-07-23 15:00:00,5933.47,432.78,0.0,5.04,171.27,44.75,6.45,257.58,13525.3,1,1,1,1
2023-05-21 14:00:00,5925.73,439.71,1.63,4.38,177.22,47.26,16.98,266.06,14877.07,1,1,1,1
2023-03-31 01:00:00,5889.88,436.11,3.0,5.07,175.21,46.86,17.52,257.82,13457.87,4,1,1,1
2023-03-31 04:00:00,5871.28,428.39,3.13,5.1,167.3,46.74,16.62,261.97,13851.61,4,1,1,1
2023-12-20 04:00:00,6021.15,423.06,3.24,6.26,167.18,47.23,5.27,271.75,15261.7,1,1,1,1
2023-07-24 02:00:00,5877.85,439.17,0.0,5.09,177.82,45.54,6.7,253.11,12932.33,2,1,1,2
2023-03-14 11:00:00,334.11,-0.61,0.81,0.0,-0.39,10.07,7.45,0.0,0.0,5,1,1,1
2023-03-21 19:00:00,5816.38,422.47,3.35,5.13,164.8,46.32,22.04,257.52,13247.3,1,1,1,1
2023-12-23 21:00:00,5922.79,431.11,3.17,6.33,176.76,47.68,5.37,257.7,13518.25,1,1,1,1
2024-02-27 14:00:00,5998.55,433.7,1.92,6.05,177.75,46.98,26.96,268.89,14906.66,1,1,1,1
2023-12-12 01:00:00,5968.62,433.82,2.84,4.96,179.51,47.98,4.06,260.43,13907.93,5,3,3,1
2023-07-16 17:00:00,5949.19,437.34,0.0,5.01,175.8,45.15,4.71,257.08,13524.57,1,3,3,1
2023-04-28 10:00:00,6003.96,433.65,2.03,3.25,176.8,48.72,17.75,264.2,14863.67,1,1,1,1
2023-05-03 18:00:00,5952.59,438.93,1.96,4.37,176.9,47.82,17.71,263.31,14650.69,5,1,1,1
2023-06-03 04:00:00,5908.68,435.53,2.5,4.51,173.35,46.04,10.46,267.32,14970.37,1,1,1,1
2023-05-10 11:00:00,5484.34,410.95,2.32,1.57,174.36,45.48,12.67,246.07,11786.68,2,1,1,1
2023-05-20 15:00:00,5866.78,435.93,1.74,4.43,174.09,47.18,14.88,260.42,14113.74,1,1,1,1
2023-11-19 06:00:00,6082.8,428.19,4.15,1.33,172.82,47.71,3.14,266.28,14832.42,5,1,1,1
2023-06-07 19:00:00,5892.39,434.21,2.19,4.42,173.94,47.39,9.31,266.0,14807.31,1,1,4,4
2023-06-15 06:00:00,5902.33,430.89,1.71,3.97,175.04,46.95,4.86,261.89,14353.64,1,1,1,4
2023-12-10 18:00:00,6056.77,432.82,2.74,4.75,177.22,46.72,6.23,262.21,14300.61,1,1,2,2
2024-01-14 17:00:00,5922.66,433.5,3.4,6.15,178.27,46.75,11.54,256.95,13447.42,5,4,4,1
2023-11-30 09:00:00,5972.59,432.19,2.65,3.93,178.05,48.79,2.91,251.74,13007.03,5,1,1,1
2023-06-26 11:00:00,5899.69,438.4,1.51,4.85,176.45,46.83,5.1,254.54,13141.1,1,1,1,1
2024-01-11 12:00:00,6004.64,434.84,2.84,6.06,179.02,47.01,10.4,261.81,14147.98,2,3,3,1
2023-05-03 10:00:00,5970.35,437.4,2.03,4.35,175.35,49.69,15.51,263.78,14726.07,3,1,1,1
2023-08-17 04:00:00,5020.08,363.79,2.13,0.0,146.88,39.16,2.16,270.78,15075.07,1,1,1,1
2023-04-07 17:00:00,5905.76,436.96,1.67,4.94,175.47,44.44,16.79,258.45,13564.67,5,1,1,1
2023-07-09 15:00:00,5912.93,436.58,0.0,5.05,174.67,45.78,5.83,256.25,13356.06,3,1,1,1
2023-05-28 16:00:00,5882.89,437.03,1.79,4.4,174.68,47.18,18.64,264.48,14585.47,1,1,1,1
2023-05-27 18:00:00,5940.9,439.87,1.72,4.38,177.48,47.78,15.58,264.86,14790.26,1,2,2,1
2024-02-18 17:00:00,5960.92,433.79,2.19,6.1,177.78,47.79,17.44,266.69,14582.53,1,1,1,1
2024-02-29 08:00:00,5941.34,435.01,1.83,6.12,179.38,47.81,16.74,262.74,14084.82,3,1,1,2
2023-03-04 17:00:00,5932.49,431.6,2.66,5.25,170.78,47.02,19.84,265.3,14365.07,4,1,1,1
2023-04-10 08:00:00,5890.01,437.09,1.58,4.63,175.59,44.14,18.57,255.1,13176.87,1,1,1,1
2024-02-06 09:00:00,5992.54,433.91,2.91,6.07,178.3,46.98,16.32,266.28,14601.0,3,1,1,1
2023-09-26 01:00:00,5870.17,435.42,2.56,3.99,176.08,49.09,1.63,256.82,13308.88,1,1,1,1
2023-03-16 10:00:00,5932.69,436.01,2.02,3.29,175.3,45.54,22.61,255.31,13299.4,1,1,1,1
2024-02-23 15:00:00,5962.06,433.72,1.89,6.09,177.71,47.18,20.28,266.96,14608.11,1,2,2,1
2023-03-06 12:00:00,5886.63,434.33,2.41,5.3,174.27,46.85,21.25,259.42,13601.68,1,1,1,1
2023-03-12 10:00:00,211.88,3.64,1.97,0.0,-0.3,43.5,12.65,0.0,0.0,5,1,1,1
2023-03-17 20:00:00,5874.51,425.64,3.64,4.65,167.55,47.13,21.09,262.42,13913.84,2,4,4,1
2023-11-23 18:00:00,2631.57,181.93,1.63,0.0,85.71,49.9,4.26,198.02,3697.8,3,1,1,1
2023-05-22 21:00:00,5863.25,440.89,1.71,4.44,179.41,46.96,15.33,258.94,13952.12,1,1,1,1
2023-05-22 17:00:00,5932.52,439.65,1.7,4.38,177.21,47.67,14.91,264.67,14733.21,1,1,1,1
2023-04-08 03:00:00,5872.77,440.24,1.67,4.65,178.84,45.23,16.19,252.94,12915.96,1,1,1,1
2023-08-29 16:00:00,5954.77,432.91,1.53,5.24,171.94,44.26,2.49,268.76,14785.34,1,4,4,1
2023-10-24 13:00:00,5815.07,423.65,2.95,3.33,168.94,50.11,2.72,259.0,13434.7,1,1,1,1
2023-10-19 18:00:00,6059.51,415.49,3.59,0.49,161.37,48.58,3.17,273.15,15533.91,1,1,1,1
2023-11-17 14:00:00,5931.85,419.79,3.72,1.03,164.84,47.8,6.29,259.46,13743.54,4,2,2,1
2024-01-28 02:00:00,5913.22,424.3,3.32,6.15,168.77,46.25,15.21,267.73,14566.62,4,1,1,3
2023-10-02 15:00:00,3951.39,300.25,3.41,0.0,133.39,40.52,2.11,210.19,6015.15,4,1,1,1
2023-11-15 14:00:00,0.0,25.71,0.46,0.0,-0.66,0.0,1.94,0.0,0.0,4,1,1,1
2023-06-05 06:00:00,5856.62,439.19,1.8,4.53,177.45,47.49,4.89,261.12,14176.93,5,1,1,1
2023-08-01 09:00:00,5954.11,439.68,1.04,5.23,178.56,45.64,3.82,256.64,13469.59,1,2,2,1
2023-06-16 04:00:00,5923.48,429.02,1.71,4.07,173.01,47.26,4.39,264.13,14666.28,1,1,1,1
2024-01-13 14:00:00,6039.34,437.56,2.86,6.03,181.93,47.09,11.95,261.41,14179.57,1,1,1,1
2023-03-22 05:00:00,5882.33,421.21,3.13,5.08,164.96,47.25,22.17,261.58,13845.7,1,1,1,2
2023-06-05 16:00:00,5983.92,435.89,2.29,4.36,173.52,47.2,3.55,270.73,15583.72,2,1,1,1
2023-11-02 10:00:00,0.0,-0.68,0.55,0.0,-0.53,65.56,1.83,0.0,0.0,1,1,1,1
2024-01-09 21:00:00,6070.19,429.01,3.17,5.99,172.93,47.23,10.19,269.96,15201.96,1,1,1,1
2023-07-21 12:00:00,5934.12,436.63,0.0,5.04,174.82,45.79,4.74,259.02,13688.46,5,1,1,1
2023-05-10 03:00:00,5886.9,437.5,2.16,4.43,179.84,47.89,11.51,260.16,14135.77,1,1,1,1
2024-02-04 19:00:00,6001.91,434.27,2.32,6.07,178.07,47.53,14.57,265.18,14497.32,1,1,1,1
2024-02-07 20:00:00,5972.72,435.85,3.01,6.09,180.17,47.24,13.29,264.13,14318.79,2,1,1,1
2023-10-12 06:00:00,5701.0,422.51,1.6,1.5,177.94,48.23,1.46,250.09,12252.08,5,1,1,1
2023-07-30 16:00:00,5957.23,438.17,1.08,5.28,176.67,46.42,5.08,258.98,13718.99,1,1,1,1
2023-04-12 23:00:00,5817.29,421.06,1.72,3.27,169.6,43.35,18.02,250.95,12587.33,2,1,1,3
2024-02-29 13:00:00,6014.5,432.86,1.93,6.04,176.47,47.55,26.47,269.98,15065.99,1,1,1,2
2023-07-23 03:00:00,5815.72,434.99,0.0,5.14,173.9,45.44,6.21,250.57,12554.86,2,1,1,1
2023-10-29 21:00:00,5850.53,423.56,2.1,2.9,172.14,47.71,3.36,257.48,13331.08,4,1,1,1
2023-06-09 06:00:00,6037.6,438.76,2.01,4.41,175.93,46.37,10.53,271.46,15789.39,1,1,1,1
2023-07-03 01:00:00,5871.87,426.26,0.0,3.85,166.23,43.76,3.75,260.22,13667.37,1,1,1,1
2023-08-30 03:00:00,5943.93,434.22,1.5,5.24,173.69,44.81,2.9,265.79,14432.21,1,1,1,1
2023-04-25 13:00:00,5983.36,438.84,2.02,3.95,176.94,49.39,15.39,262.79,14652.71,4,1,1,4
2024-01-07 09:00:00,6019.53,435.65,2.45,6.16,179.65,46.94,7.51,265.34,14555.0,5,1,1,1
2023-06-21 11:00:00,5875.92,426.56,1.65,3.99,164.55,45.71,6.43,255.78,13216.29,1,1,1,1
2023-10-25 00:00:00,5756.88,395.03,4.25,2.79,152.14,48.59,3.17,263.56,13736.77,1,1,1,1
2023-04-23 03:00:00,5818.35,431.73,2.31,3.12,175.78,51.17,16.16,256.68,13594.83,3,1,1,1
2023-09-13 17:00:00,5892.95,434.88,1.0,5.09,175.23,44.83,1.5,257.81,13467.85,2,1,1,3
2023-07-17 03:00:00,5895.09,435.76,0.0,5.08,174.17,45.47,1.91,256.19,13297.51,2,1,1,1
2024-01-10 18:00:00,6080.95,433.92,3.22,5.98,178.01,47.04,7.44,268.05,15018.52,1,1,1,1
2023-03-15 06:00:00,4431.57,350.38,1.97,0.0,154.31,43.59,24.67,242.32,11469.87,4,1,1,1
2024-02-09 19:00:00,6012.41,432.07,2.46,6.06,175.98,47.24,16.73,268.76,14932.53,2,1,1,1
2023-04-27 21:00:00,6090.09,434.51,2.27,3.2,177.21,48.12,17.28,267.04,15404.98,1,1,1,1
2024-02-12 10:00:00,6027.13,432.67,2.51,6.0,176.42,46.99,16.82,269.0,14999.73,1,1,1,1
2023-08-20 15:00:00,6018.02,426.89,1.78,4.95,167.16,44.88,1.46,266.86,14727.91,4,1,1,1
2023-04-13 04:00:00,5579.95,418.1,1.99,3.49,169.48,43.43,18.23,238.74,10927.24,2,1,1,1
2023-04-08 12:00:00,5843.4,438.85,1.68,4.67,177.97,45.14,14.74,249.49,12509.66,1,1,1,1
2023-09-20 17:00:00,5895.97,426.3,3.38,3.7,166.1,47.35,2.84,265.22,14243.58,3,3,3,1
2023-10-27 05:00:00,5907.14,430.76,2.11,4.0,177.2,48.63,4.27,253.23,13007.27,3,1,1,1
2023-07-04 09:00:00,6003.05,434.8,0.0,4.99,172.09,45.11,2.72,264.84,14467.91,1,1,1,1
2023-06-24 13:00:00,5873.33,431.69,1.54,4.44,169.75,46.28,9.6,256.49,13286.58,5,1,1,1
2023-08-16 17:00:00,0.0,17.58,0.64,0.0,-0.37,43.77,0.8,0.0,0.0,4,1,1,1
2023-08-24 00:00:00,5967.51,434.53,2.34,5.0,174.27,45.95,1.93,262.72,14175.36,4,1,1,1
2023-09-09 00:00:00,5933.71,437.44,1.21,5.16,177.33,44.21,3.09,257.96,13571.31,1,1,1,2
2023-09-23 09:00:00,5920.91,437.8,2.28,4.05,177.57,49.83,1.55,263.47,14126.55,4,1,1,1
2023-04-29 14:00:00,6036.03,436.95,2.95,3.24,174.89,48.53,20.69,268.12,15385.21,1,1,1,1
2023-05-26 05:00:00,5948.98,430.33,2.02,4.3,167.83,44.96,13.44,268.29,15199.87,1,1,1,1
2023-03-07 13:00:00,5922.09,434.92,2.2,5.25,174.44,47.26,22.28,261.87,13953.05,3,1,1,1
2023-10-13 00:00:00,5772.42,420.67,1.49,1.49,171.4,47.74,2.2,256.27,13037.74,3,1,1,1
2024-02-17 01:00:00,5933.04,434.79,2.49,6.12,178.8,47.38,15.7,264.6,14277.45,5,3,3,1
2024-01-18 08:00:00,6001.9,433.85,2.63,6.07,178.11,47.12,8.88,263.78,14356.89,3,1,1,1
2023-03-01 15:00:00,6010.61,430.07,1.99,4.97,168.88,47.65,19.71,269.4,14998.13,1,4,4,1
2023-08-26 11:00:00,6036.2,434.55,1.76,5.07,173.31,45.62,3.74,270.64,15205.21,3,1,1,1
2023-08-27 23:00:00,6019.32,438.4,1.62,5.18,177.72,45.4,2.48,267.28,14781.83,1,2,2,1
2023-04-15 21:00:00,5811.16,434.84,1.68,2.7,179.01,44.27,21.24,242.78,11774.27,4,1,1,1
2023-08-31 21:00:00,5928.55,437.17,1.63,5.26,176.98,44.98,3.01,260.71,13857.04,4,1,1,1
2023-07-10 04:00:00,5994.7,434.57,0.0,4.97,172.05,44.9,5.59,264.02,14355.74,3,1,1,1
2023-12-14 17:00:00,6056.9,431.03,2.28,5.14,175.32,45.83,9.43,262.92,14386.94,5,1,1,1
2024-02-26 04:00:00,6026.61,434.69,1.79,6.04,178.46,47.32,20.44,269.52,15048.02,1,3,3,1
2023-09-29 23:00:00,5868.06,434.96,2.14,3.66,178.43,46.99,1.39,252.98,12902.89,5,1,1,1
2023-11-14 21:00:00,0.0,26.95,0.58,0.0,-0.64,0.0,1.56,0.0,0.0,1,1,1,1
2023-05-01 00:00:00,6017.53,440.38,2.6,3.89,178.39,48.55,16.46,260.6,14501.03,5,1,1,1
2024-01-02 17:00:00,6084.03,432.38,2.46,6.0,176.57,47.01,9.43,269.59,15205.0,4,1,1,1
2024-02-08 09:00:00,5997.67,426.62,2.99,6.06,170.5,47.41,15.63,270.46,15071.22,1,1,1,1
2023-03-15 12:00:00,4831.68,376.8,2.11,0.0,162.22,43.64,24.04,250.81,11940.85,2,1,1,1
2023-07-24 23:00:00,0.0,-0.69,0.0,0.0,-0.25,48.07,1.27,0.0,0.0,4,1,1,1
2023-09-17 21:00:00,5699.5,418.03,1.22,3.38,168.63,44.32,2.2,244.28,11687.55,4,1,1,1
2023-12-05 20:00:00,6067.27,432.1,3.55,3.44,177.07,48.29,4.8,262.92,14416.66,1,1,1,1
2023-03-14 03:00:00,326.17,-0.61,0.95,0.0,-0.37,10.06,6.85,0.0,0.0,2,1,1,1
2024-02-06 06:00:00,5964.74,434.65,2.64,6.1,178.91,46.89,15.23,264.45,14333.98,1,1,1,1
2023-11-29 22:00:00,5923.76,428.24,2.7,4.05,173.74,48.02,3.09,255.92,13316.13,2,1,1,1
2023-03-03 12:00:00,5958.45,433.84,2.37,5.24,173.05,47.79,18.07,264.66,14336.24,1,1,1,3
2023-03-22 08:00:00,5838.35,425.42,3.22,5.12,169.31,46.37,22.39,255.86,13147.15,1,1,1,2
2023-06-08 18:00:00,5894.93,431.42,2.11,4.41,172.15,47.11,9.46,267.81,15014.01,5,1,1,1
2023-06-27 04:00:00,5880.8,433.86,1.64,4.87,172.75,45.55,6.3,258.59,13519.21,3,1,1,1
2023-12-21 16:00:00,5994.51,433.92,2.47,6.28,179.14,48.14,6.24,258.52,13759.77,3,1,1,1
2023-11-11 15:00:00,5929.0,430.09,2.36,4.09,175.19,47.65,2.89,263.57,14152.6,1,1,1,1
2023-08-20 07:00:00,6040.02,431.84,1.88,4.95,170.82,44.88,1.06,271.38,15285.52,2,2,2,1
2023-11-02 12:00:00,0.0,-0.69,0.53,0.0,-0.51,64.93,2.16,0.0,0.0,1,1,1,1
