RECORD_TIME,D,E,F,G,H,I,J,K,L,M
2024/2/18 19:00,79.5,62.1,54.8,54.8,52.3,47.1,53.7,86.3,134.2,74.6
2024/2/18 18:00,83,62.5,55.3,55.4,52.5,47.3,54.5,86.4,124.1,74.8
2024/2/18 17:00,82.3,62.8,55.5,55.7,52.7,47.6,54.8,86.3,126.1,75.2
2024/2/18 16:00,87.7,62.5,55.5,55.5,52.6,47.3,54.6,86.7,124.2,74.5
2024/2/18 15:00,96.6,62.3,55.5,55.4,52.6,47.3,53.6,87,118.8,74.1
2024/2/18 14:00,107.1,62.3,55.6,55.4,52.7,47.2,54,86.9,120.5,74.3
2024/2/18 13:00,125.7,62.4,55.7,55.5,53.1,47.4,54.2,87.3,122.1,73.7
2024/2/18 12:00,127.2,62.7,55.6,55.7,53.3,47.8,55,87.8,118.1,74.5
2024/2/18 11:00,102.5,62.6,55.5,55.7,53.4,48,55,87.8,121.1,74.8
2024/2/18 10:00,98.7,62.4,55.4,55.7,53.5,48,54.6,87.3,121.9,74.8
2024/2/18 9:00,100.7,62.1,55.1,55.6,53.5,47.8,54.6,87.2,125.2,74.2
2024/2/18 8:00,112.9,62.3,55.2,55.8,53.6,47.7,54.1,86.5,126.8,73.1
2024/2/18 7:00,129.9,62.1,55.3,56.1,53.9,48.2,54.6,86.9,123.4,72.7
2024/2/18 6:00,128.7,62.1,55.7,56.3,54.1,48.4,54.8,87,118.9,73.7
2024/2/18 5:00,130.8,61.8,55.9,56.3,54.1,48.2,54.8,87.6,114.1,74
2024/2/18 4:00,124.7,62,56.3,56.6,54.4,48.4,55.5,88.5,115.8,74.4
2024/2/18 3:00,105.6,62.6,56.8,57,54.7,48.8,56.6,89.5,118,75.2
2024/2/18 2:00,107,63.1,57,57.2,54.8,49,57.2,89.9,121.3,75
2024/2/18 1:00,110.1,63.1,56.9,57.1,54.7,48.8,56.7,90.1,121.5,74.6
2024/2/18 0:00,117.1,63.3,57,57.1,54.5,48.7,56.9,90.5,122.1,74.9
2024/2/17 23:00,128.5,62.9,57,57.2,54.4,48.6,56.8,89.8,126.1,76.1
2024/2/17 22:00,124.8,63.2,57.5,57.7,54.8,49,57.1,89.5,129.3,76.3
2024/2/17 21:00,100.1,63.3,57.5,57.8,54.6,48.9,57.6,90.1,128.3,75.5
2024/2/17 20:00,88.8,63.6,57.7,57.8,54.3,48.6,57.5,89.9,129,75.2
2024/2/17 19:00,89.6,64.1,57.8,57.9,54.4,48.8,57.5,90.4,129.3,74.5
2024/2/17 18:00,91.1,64.8,57.8,57.8,54.3,48.8,58.2,92.1,125.2,73.7
2024/2/17 17:00,98.9,65.2,57.6,57.6,54.1,48.8,58.6,94.6,126,74.2
2024/2/17 16:00,114.6,65.8,57.5,57.5,54,48.9,59.4,97.9,127.2,73.8
2024/2/17 15:00,135.2,66.3,57.3,57.4,54,49,59.9,101.9,130.3,72.5
2024/2/17 14:00,145.7,66.2,56.9,57.2,54,49,60.8,106.9,123.4,73.4
2024/2/17 13:00,148,65.5,56.6,57.1,53.9,49,61.9,112.6,123.5,75.8
2024/2/17 12:00,138.8,65.4,56.7,57.7,54.2,49.3,62.6,119.5,129.8,77.3
2024/2/17 11:00,141.5,65.3,57,58,54.2,49.4,63.3,128.4,130.4,79.4
2024/2/17 10:00,150,65.5,57.3,58.4,54.3,49.8,64.7,137.1,152.5,78.4
2024/2/17 9:00,146,65.8,57.2,58.8,54.4,50.2,64.1,147.2,166.3,70.9
2024/2/17 8:00,141,66.1,57.1,59.2,54.5,50.3,65.9,133.5,96,68.7
2024/2/17 7:00,148.2,66.2,57,59.4,54.6,50.7,65.4,117.6,90,69.4
2024/2/17 6:00,155.3,66.6,57.2,59.6,54.7,50.8,65.4,111.2,91.8,69.1
2024/2/17 5:00,162.9,67.1,57.5,60.1,54.9,51.1,64.6,106.3,91.1,68.5
2024/2/17 4:00,161.2,67.1,57.5,60.1,54.7,51,63.8,99.1,89.1,68.6
2024/2/17 3:00,146.7,67.1,57.4,60,54.3,50.7,65.2,94.9,91.4,68
2024/2/17 2:00,145.5,67.8,57.6,60.1,54.4,51.1,66.4,92.3,98.1,67.9
2024/2/17 1:00,149.7,68.2,57.8,59.7,54.3,51.5,70,94,102.3,69.8
2024/2/17 0:00,157.6,68.3,57.8,59.2,54.2,51.5,78,104.6,102.5,73.3
2024/2/16 23:00,162.5,67.8,57.4,58.9,54.1,51.1,83.3,104.8,104.2,75
2024/2/16 22:00,146.4,67.5,57.1,58.7,54.2,51.4,69.5,104,110.8,75.2
2024/2/16 21:00,118,67.2,57.1,58.4,54.1,51.4,67.5,106.4,122.7,73.4
2024/2/16 20:00,109.6,66.2,56.8,58.2,54.1,51.8,69.3,109.1,110.5,71.7
2024/2/16 19:00,104.2,65.1,56.6,58,53.9,52,76.1,112,109.5,70.1
2024/2/16 18:00,100.5,65.1,56.6,58.3,54,52.5,83.4,106.3,108.4,70.3
2024/2/16 17:00,99.6,65.7,56.8,58.6,54.1,52.9,87.4,104,108.3,71.3
2024/2/16 16:00,100.6,66.2,57,58.8,53.9,52.2,86.1,112.9,109,72.3
2024/2/16 15:00,103.6,66.1,56.8,58.9,53.7,51.9,93.5,127.7,110.3,73.5
2024/2/16 14:00,107.4,66,56.6,58.9,53.6,52,102.9,138.4,112.7,74.7
2024/2/16 13:00,120.5,66,56.5,58.8,53.7,53,105.7,130,115.7,75.4
2024/2/16 12:00,115,66.1,56.5,58.6,53.8,53.7,86.7,136.1,118.2,77.1
2024/2/16 11:00,113.2,66.5,56.4,58.8,53.7,53.9,87.4,157.6,126.1,77.5
2024/2/16 10:00,117.4,66.9,56.4,59.2,53.8,54.2,87.8,139.6,118.3,79.5
2024/2/16 9:00,137.6,67.1,56.4,59.4,54,55,116.3,155.9,124.2,82.8
2024/2/16 8:00,141.1,66.8,56,59.3,54,56.6,120.9,155,128.4,87
2024/2/16 7:00,149.6,66.3,55.8,59.2,54.4,57.3,117.2,123.8,160.3,85.7
2024/2/16 6:00,135.1,65.6,55.5,59.4,54.5,55.1,107.3,115.5,143.9,71.9
2024/2/16 5:00,108.7,64.9,55.5,59.7,54.5,54.2,105.6,109.7,117,71.5
2024/2/16 4:00,116.4,64.3,55.8,59.4,54.6,52.7,101.4,116.2,119.8,71.3
2024/2/16 3:00,102.3,64,55.9,59.5,54.7,51.6,86.1,125.1,118,68.8
2024/2/16 2:00,84.5,63.9,56.1,60,54.8,51.4,85,116.3,101.7,67.6
2024/2/16 1:00,79.8,63.9,56.4,60.5,54.7,51.6,93.3,101.2,93.1,68.8
2024/2/16 0:00,79.8,64.1,56.6,60.7,54.5,51.5,93.9,98.8,92,70.5
2024/2/15 23:00,81.7,64.6,56.9,61,54.4,51.4,92.3,99.2,95.1,71.3
2024/2/15 22:00,89.8,65.6,57.5,61.5,54.3,51.6,95.4,100.5,98.2,72.6
2024/2/15 21:00,101.5,67,58,62,54.6,52.1,92.3,103.5,99.9,74.9
2024/2/15 20:00,115.4,68.4,58.3,62,54.5,52.8,89.3,115.8,103.1,78
2024/2/15 19:00,117.1,69.7,58.3,61.7,54.4,53.8,104.6,136,114.6,79.5
2024/2/15 18:00,128.7,70.8,58.4,61.2,54.3,54.6,109.1,147.6,131.1,78.1
2024/2/15 17:00,144.3,71.4,57.9,60.7,54.3,55,119.1,152.8,126.9,75.6
2024/2/15 16:00,158.1,71.6,57.8,60.5,54.3,55.4,152.9,153.2,113.6,76.2
2024/2/15 15:00,158.7,71.3,57.3,60.4,54.3,55.9,159.5,161.4,110.8,76.3
2024/2/15 14:00,151.5,70.4,57,60,54.2,56,163.7,165.7,115.2,76.1
2024/2/15 13:00,138.5,69.3,57,59.6,54.3,55.3,173.5,170.9,119.4,75.9
2024/2/15 12:00,115.7,68.6,57.1,59.2,54.2,55.8,177.1,183.4,118.8,76
2024/2/15 11:00,115.4,68.7,57,58.8,54.1,56.3,148.4,146.9,117,77.2
2024/2/15 10:00,127.3,68.7,56.6,58.2,53.8,56.2,125.3,142.2,131.2,79.3
2024/2/15 9:00,122.8,68.6,56.2,57.8,53.5,55.2,94.4,161.5,153.8,78.2
2024/2/15 8:00,128.9,68.2,56.2,57.8,53.7,56.7,142.8,152.4,145.1,75.2
2024/2/15 7:00,128.9,67.6,56.4,58.1,54,59.3,123.5,130.4,122.5,73.7
2024/2/15 6:00,123.2,67.6,56.7,58,53.8,60.3,97.3,151.5,115.3,73.7
2024/2/15 5:00,120.7,68.2,56.8,57.7,53.8,58.2,87.3,145.4,117.9,75.1
2024/2/15 4:00,131.4,68.8,57.1,58,54,57.5,90.9,124.8,120.4,76.5
2024/2/15 3:00,109.6,69,56.7,57.8,53.3,56.9,122.7,143.2,128.3,76.3
2024/2/15 2:00,114.6,69.4,56.8,58.4,53.5,57.1,160,157.8,133.6,76.1
2024/2/15 1:00,115.4,69.3,56.9,58.7,53.9,56.1,126.7,138.6,146.8,74.5
2024/2/15 0:00,114.7,68.8,57,58.8,54.6,55.9,106.8,154.3,153.8,70.6
2024/2/14 23:00,107,67.1,56.6,58.4,54.3,54.9,99.7,112.5,108.9,69.4
2024/2/14 22:00,106.6,66.7,56.5,58.3,54.1,55,94.1,95.2,105.3,69.5
2024/2/14 21:00,121.6,66.5,56.7,58.7,54.1,55.7,88,91.8,102.1,71
2024/2/14 20:00,120.7,66.4,57.2,59.4,54.5,56.3,92.4,104.3,102.6,71.6
2024/2/14 19:00,110.3,66.2,57.3,60.1,55,56.9,101.9,126.7,107.3,71.2
2024/2/14 18:00,99.3,66,57.5,60.3,55.2,56.4,100.2,118.7,109.1,70.5
2024/2/14 17:00,99,65.8,57.2,60.2,55,55.3,123.9,113.2,101.1,69.7
2024/2/14 16:00,97.8,65.9,57.2,60.1,54.8,55.6,102.4,101.2,99.4,70
2024/2/14 15:00,95.3,66,57.4,60.2,54.7,55.5,94.8,100.1,100.9,70.4
2024/2/14 14:00,89,66.8,57.8,60.6,54.7,55.4,94.4,100.1,104.6,70.3
2024/2/14 13:00,98.2,67.3,58,61.2,55,55.8,100,102.1,100.5,71.1
2024/2/14 12:00,110.6,67.4,58.3,61.9,55.3,56.4,89,94.9,98.2,71.4
2024/2/14 11:00,120.9,67.5,58.4,62.6,55.3,56.8,82.2,107.2,95.1,72.3
2024/2/14 10:00,122.4,67.3,58.4,63.3,55.3,57.1,95.3,126.9,96.3,73.1
2024/2/14 9:00,134.4,67.1,58.3,63.7,55.2,57.9,116.4,120.3,97.9,71.1
2024/2/14 8:00,138.1,67.1,58.3,63.5,54.8,58.3,98,128.1,107.4,69.6
2024/2/14 7:00,116.7,67,57.8,62.7,54.1,57.2,108.7,136,100.9,68.6
2024/2/14 6:00,113.1,66.9,57.4,61.8,53.6,57.4,82.9,89.2,88.1,69.3
2024/2/14 5:00,114.4,67.3,57.2,60.9,53.4,56.6,79.8,90.2,85.7,70.6
2024/2/14 4:00,119.7,67.3,57.2,60.4,53.2,55.7,74.2,95.1,87.4,72.2
2024/2/14 3:00,127.1,66.9,56.9,59.7,52.8,55.5,67.7,102.2,91.5,73.6
2024/2/14 2:00,113.6,66.6,57,59.1,52.6,55,68.3,110.5,96.7,75
2024/2/14 1:00,100.5,67,57.2,59.1,52.9,55.4,72.4,124,107.7,76.8
2024/2/14 0:00,95.5,67.4,57.6,59.1,53.2,55.2,83.2,140.9,125.7,76.9
2024/2/13 23:00,95.6,67.3,57.8,59,53.2,54.4,115,169.9,138.3,73.5
2024/2/13 22:00,85.3,67.3,57.9,58.8,53.1,53.9,156.7,171.3,117.5,69.3
2024/2/13 21:00,85.6,67.4,57.5,58.6,53,53.1,120.9,112.8,101.8,68.5
2024/2/13 20:00,95.5,66.9,57.3,58.5,52.8,53.2,98,91.3,103.6,70.4
2024/2/13 19:00,99.6,66.4,57.5,58.9,52.8,53.3,84.9,97,104.4,72.5
2024/2/13 18:00,98.6,66.3,57.7,59.2,52.9,53.8,86.2,116,107,73.7
2024/2/13 17:00,94.6,66.6,57.7,59.2,53.1,54.4,106,119.2,108.1,74.5
2024/2/13 16:00,101.3,67.1,58,59.2,53.1,54.7,89.4,117.1,109.7,76
2024/2/13 15:00,109.2,67.5,58,59.2,53.1,54.6,87.8,107.2,114.6,78.9
2024/2/13 14:00,114.5,67.9,57.9,59.1,53.1,54,99.8,129.2,130,80
2024/2/13 13:00,108,68.4,58,59.2,53.1,53.9,103.6,161.9,150,77.1
2024/2/13 12:00,110.1,69.1,58.1,59.6,53.4,54.4,128.7,165.4,141.3,72.4
2024/2/13 11:00,118.1,69.4,58.3,60.1,53.7,55.6,94.2,111.9,115.8,71.5
2024/2/13 10:00,113.7,69.9,58.2,60.8,53.9,55.8,102.6,111.4,115.3,70.5
2024/2/13 9:00,97,70.3,58.4,61.1,54.1,55.4,120.8,113.1,112.4,69.4
2024/2/13 8:00,90.6,70.9,58.4,61.4,54.1,55.7,101.6,101,108.3,68.7
2024/2/13 7:00,100.8,70.7,58.1,61.3,54,55.5,110.4,99.8,102.9,67.5
2024/2/13 6:00,96.6,69.7,57.9,61.3,54,55.7,95.4,95.1,96.7,66.7
2024/2/13 5:00,90,69.4,57.7,61.3,54,56.4,90.2,94.8,86.3,67.3
2024/2/13 4:00,90.9,69.4,57.7,60.9,54,56.2,118.6,94.6,80.7,68.8
2024/2/13 3:00,89.4,69.7,58.3,61.1,54.3,56.2,98.9,90.1,82.1,69.1
2024/2/13 2:00,96.3,70.1,58.6,61.5,54.8,57,86,92,85.6,70.3
2024/2/13 1:00,103.8,70.1,58.4,61,54.6,57.9,93.6,92.7,88.7,71.8
2024/2/13 0:00,97.6,70.4,58.4,60.9,54.7,57.7,83.9,93.9,99.1,73.8
2024/2/12 23:00,100.7,71,58.5,60.9,54.7,57.6,78.8,103.9,119.3,74
2024/2/12 22:00,102.8,71.4,58.7,60.9,54.7,57.7,96.3,107.2,151.1,70.1
2024/2/12 21:00,104.2,71.6,58.9,61.1,55,57.8,92.5,102.1,105.7,69.2
2024/2/12 20:00,112.6,71.4,59.2,61.2,55.1,58.6,93.7,102.6,101.8,69.4
2024/2/12 19:00,100.7,71.3,59.3,61.5,55.4,58,88.9,100.6,101,68.6
2024/2/12 18:00,101.1,71,59.1,61.9,55.8,57.8,76.7,98.3,101.4,68.5
2024/2/12 17:00,104.3,70.4,58.9,62.1,55.6,58.5,83.5,100.6,100.9,68
2024/2/12 16:00,101.9,70.3,58.9,62.3,55.6,58.2,84.5,99.7,100.9,67.7
2024/2/12 15:00,105.5,70.6,58.8,62.1,55.2,59.9,77.8,99.7,99.5,67.9
2024/2/12 14:00,106.8,70.9,58.8,62,54.9,60.1,74.2,104.2,101.7,67.7
2024/2/12 13:00,103.2,71.7,58.8,62.4,55.1,60.5,66.6,103.5,101.2,67.4
2024/2/12 12:00,109.5,72.5,58.7,62.9,55.4,62.2,71,99.1,100.4,68
2024/2/12 11:00,114.5,72.5,58.7,62.9,55.1,61.4,76.7,97.9,103.4,68.8
2024/2/12 10:00,116.2,72.5,59.1,63.2,55.1,61,75.4,95.3,105.7,69.4
2024/2/12 9:00,116.1,72.4,59.6,63.8,54.7,62.6,71.7,94.1,110,69.2
2024/2/12 8:00,110.9,72.6,60.3,64.9,54.6,64.3,73.7,96.6,111.2,69.1
2024/2/12 7:00,102.4,73.2,60.9,66.7,55.2,67.4,76,105.6,111.3,68.9
2024/2/12 6:00,92.3,74.3,61.4,68.8,56.2,72.5,77.9,117,107,68.4
2024/2/12 5:00,98.8,76.4,61.9,69.8,56.8,72.3,77.7,110.3,102.9,68.1
2024/2/12 4:00,117.4,78.1,62.1,70.4,57.3,67.8,84.7,110.3,101.7,66.8
2024/2/12 3:00,137,78.6,62,70.5,57.5,66.6,76,107.6,97.5,66.1
2024/2/12 2:00,144.2,78.9,61.9,70.8,57.7,68.2,69.7,99.1,88.7,66.6
2024/2/12 1:00,158.2,79.8,61.7,70.9,58,68.5,72.3,95.5,85.1,67.7
2024/2/12 0:00,157.3,81,61.8,71.6,58.4,68.2,74.3,95.6,83.4,68.2
2024/2/11 23:00,154.5,81.6,61.8,73.1,58.9,67.5,83.1,91.1,84.2,68.4
2024/2/11 22:00,148.2,82.5,62.4,75.9,59.6,67.2,91.2,89,82.8,68.1
2024/2/11 21:00,130.5,83.1,63.1,78.5,60.1,68.6,87,89.5,84,68
2024/2/11 20:00,124.3,85,64,81.6,61,69.3,81.2,91,86.6,67.5
2024/2/11 19:00,142.1,88.3,64.7,84.9,62.3,72.3,80.9,93.7,86,68.5
2024/2/11 18:00,159,90.8,64.8,86.2,63.5,78.8,85.3,96.5,86.5,67.7
2024/2/11 17:00,179.3,94,64.2,86.2,65.3,80.4,94.7,94.1,86.1,66.8
2024/2/11 16:00,186.7,96,62.9,82.3,68,77.1,86.9,92.2,84,66.7
2024/2/11 15:00,182.7,97.6,61.1,73.3,69.7,69.9,81.2,92.5,82.1,67.1
2024/2/11 14:00,169.1,100,60.7,69.2,69.4,67.2,81.4,88.7,81.5,67.2
2024/2/11 13:00,167.3,107.6,61,69.1,69.3,67,85,89.1,80.7,67.1
2024/2/11 12:00,163.3,117.8,61,68.1,68.1,63.4,77.3,92.2,82.4,67
2024/2/11 11:00,146.7,124.7,61,68.2,67.8,61.8,83.6,94.1,81.1,67.2
2024/2/11 10:00,140.3,126.1,61.8,69.5,68.6,62.4,91.3,90.3,84,66.6
2024/2/11 9:00,152.5,130,62.5,70.2,69.5,62.5,87.7,91.5,85.6,66.1
2024/2/11 8:00,168.4,136.7,63.1,70.3,69.9,64.3,87.4,91.6,86.6,67.4
2024/2/11 7:00,170.3,135,63.4,70.7,71.1,65.8,87,91.6,87.7,67
2024/2/11 6:00,169.9,129,63.1,70.3,72.1,69.3,81.3,92.5,88.1,67.3
2024/2/11 5:00,179,133.6,62.9,69.1,70.9,78.4,80,91.4,88,68.1
2024/2/11 4:00,167.1,125,63.1,70,70.9,81.2,83,88.7,87.8,69
2024/2/11 3:00,147.8,112.8,63.2,71.1,71.9,79.7,85.7,93.1,90.6,69.6
2024/2/11 2:00,137,106.7,63.1,71.8,73.5,79.1,81.2,100,93.3,70.4
2024/2/11 1:00,140.1,108.3,63,71.6,74.3,80.4,82,109.6,94.4,71.5
2024/2/11 0:00,125.3,109.7,62.6,70.4,74.8,73.9,110.1,124.3,96.8,72.1
2024/2/10 23:00,112.7,104.8,62.2,69.3,74.6,75.9,128.7,126.4,106.1,70.4
2024/2/10 22:00,118.4,105.8,62.2,67.9,74,88.5,83.3,110.3,107.7,69.7
2024/2/10 21:00,126.4,112.9,62.5,66.6,72.5,76.9,70.9,104.3,111.1,68.6
2024/2/10 20:00,133.8,121.1,62.3,66,70.3,61.7,61.7,107.8,106,67.5
2024/2/10 19:00,156.1,136.6,62.4,65.9,69.5,59.7,61.3,104.3,100.6,67.2
2024/2/10 18:00,164.7,143.6,62.6,66.5,70.1,60.2,63,104.7,97,66.7
2024/2/10 17:00,151.5,136.5,62.9,67.5,72.9,61.2,63.5,102.7,98.3,66.3
2024/2/10 16:00,156.5,129.7,62.9,68.5,75.8,62.6,66.7,105.1,97.1,65.6
2024/2/10 15:00,158.2,123.9,62.8,69.3,78,63.4,76.4,99.3,95.3,64.7
2024/2/10 14:00,151.9,119.2,63,70.6,81.7,64.5,89.4,92.1,92,63.4
2024/2/10 13:00,140,114.2,63.5,71.6,84.7,65.7,94.4,85.5,84.8,63.3
2024/2/10 12:00,143.8,109.6,64.1,71.7,84.9,67.2,85.7,80.4,77.2,64.4
2024/2/10 11:00,141.3,113.6,64.8,72.5,89.2,71.5,79.3,77.3,71.8,66.7
2024/2/10 10:00,152.8,117.5,65.5,73.9,95,75.2,78.8,78.4,69.5,66.8
2024/2/10 9:00,149.2,113.5,65.8,75.7,100.9,74,78.9,77.2,68.2,67
2024/2/10 8:00,126.5,103.4,65.7,76.9,106.7,69.2,71.9,74.7,69.4,67.7
2024/2/10 7:00,119,100.3,64.4,75.6,108.5,69.1,69.6,76.2,70.9,68.5
2024/2/10 6:00,107.2,97.9,64.4,75.8,115.3,72.4,69.3,77.3,71.1,69.2
2024/2/10 5:00,112.9,101,65,76.7,126.5,78.1,73.6,79.3,73.8,69.5
2024/2/10 4:00,126.2,102.2,65.7,77.6,141.1,86,76.2,81.8,78.3,68.3
2024/2/10 3:00,140.8,108.2,66.4,77.6,157.9,99.8,77.1,84.9,81.7,68.8
2024/2/10 2:00,146.4,114.6,66.8,77.2,168.3,116.1,79.3,86.1,85.1,70.2
2024/2/10 1:00,155.5,119.1,67.6,78.1,168.8,142.4,89.2,93.1,86.8,72.3
2024/2/10 0:00,149.9,115.4,68.6,80.3,158.2,170.2,97,98.9,89.6,73.3
2024/2/9 23:00,129.4,102.7,68.5,81.6,159,119,92.5,98,93.7,72.4
2024/2/9 22:00,131.5,103.1,67.9,81.7,166.3,112,86.6,100.7,98.9,72.9
2024/2/9 21:00,148.9,109.6,67.2,81,152.5,138,98.2,109.7,99.7,74.1
2024/2/9 20:00,166.4,118.5,66.9,82.4,149.8,132.1,109,122.3,103.3,74
2024/2/9 19:00,174.7,123,66.7,82.9,136.3,133.3,110,143.6,109.7,73.8
2024/2/9 18:00,154.1,117,67.1,83.7,142.9,143.1,154.9,166,115.5,73.5
2024/2/9 17:00,122.1,107.7,67.6,84.7,158,171.9,146.1,131,114.1,74.1
2024/2/9 16:00,118.5,107.5,68,85,172.4,195.5,118.5,133.7,124.1,74.2
2024/2/9 15:00,107.6,107.3,69.3,85.4,189.6,218.3,149.4,150.7,127.5,73
2024/2/9 14:00,109.8,111.7,70.9,85.4,201,256.8,141.1,153.6,125.8,69.8
2024/2/9 13:00,112.1,120.4,72.7,87,136.3,232.6,109,118.6,105.9,66.6
2024/2/9 12:00,99.2,126.1,73.9,89.1,77.8,93.1,97,92.7,93.2,66.1
2024/2/9 11:00,85,116.4,73.2,88.7,72.2,74.8,84.5,88.6,92.8,65.4
2024/2/9 10:00,90.8,105.5,72.4,88.6,71.9,75.7,83,88,88.4,66.4
2024/2/9 9:00,96.5,108.7,73.2,89.9,72.6,81.3,84.8,87.7,88.8,67.9
2024/2/9 8:00,98.9,109.7,74.2,91.6,74.8,70.7,79.9,89.3,91.4,67.9
2024/2/9 7:00,106.4,108.6,75.5,93,76.7,71.2,74.4,93,93.3,69
2024/2/9 6:00,118.8,114.8,77.4,94.8,76.8,78.4,79.4,103.2,92.2,68.2
2024/2/9 5:00,122.1,115,79.3,96.8,76.6,71.8,100.5,107.6,92.6,67.2
2024/2/9 4:00,98.4,112.1,79.6,97.9,76.1,66,84.8,94.3,94.4,67
2024/2/9 3:00,86.9,111.9,79.5,99,76.1,64.3,82.1,91.2,95.2,66.5
2024/2/9 2:00,83.8,104.3,80,102.6,78.9,62.9,80.6,93.1,92.5,67.1
2024/2/9 1:00,83.1,100.8,80.1,106.4,82.4,65,85.5,88.9,89,68.9
2024/2/9 0:00,84.5,99.8,81.9,113.3,87,65.3,78,89.1,91.2,69.7
2024/2/8 23:00,93.4,104.9,85.2,123.3,95.3,63.3,75.9,100.4,90.6,70.8
2024/2/8 22:00,106.5,113.5,89.6,131.6,101.6,66.4,95.2,108.2,89.7,71.7
2024/2/8 21:00,111.9,123.8,94.9,141.6,107.2,75,104.2,106.8,89.4,72
2024/2/8 20:00,111.5,130.4,101.5,154.6,114.5,87.3,101.8,97.3,90.9,72.1
2024/2/8 19:00,119.3,130.4,109.9,166.5,123.2,104.7,82.6,95.7,96.4,72.9
2024/2/8 18:00,134.3,137.9,116.5,172.5,129.6,123.3,77.1,110.4,108.3,72.1
2024/2/8 17:00,141.8,144.7,115.5,177.2,120.9,137.1,95.7,130.7,109.7,70.3
2024/2/8 16:00,125.6,140.2,103.1,166,98,114,103.3,126.2,99,67.9
2024/2/8 15:00,101.8,131.8,91,132,100.7,100,86.8,87.1,81.2,67
2024/2/8 14:00,112.2,128.8,92,129,112.5,106.2,84,78.7,82.4,66.5
2024/2/8 13:00,132.4,127.4,97.3,139.2,125.8,88.8,76.9,79.6,83.2,66.9
2024/2/8 12:00,142.5,136.7,105.8,148,140.3,88.6,76.9,83.3,82.1,68.1
2024/2/8 11:00,143.6,137,119.1,159.7,167.3,99.6,83.7,90.7,85.9,69.1
2024/2/8 10:00,160.6,141.3,136.3,168.1,193.6,143.9,83.3,94.9,91.9,68.9
2024/2/8 9:00,162.5,151.3,153.5,176.3,214.6,210.2,94.1,102.9,94.4,69.1
2024/2/8 8:00,165,158,168.3,194.5,241.3,250.4,108.3,104.9,95.6,69.3
2024/2/8 7:00,155.9,158.5,177.7,213.7,261.9,256.7,110.5,105.9,94,69.3
2024/2/8 6:00,132.1,144.8,155.5,220.3,265.5,284.1,116.7,106.2,93.7,70.1
2024/2/8 5:00,140.3,144,107.4,180.1,200.8,260.4,117.4,93.3,88.4,71.1
2024/2/8 4:00,136.4,145.3,106.5,142.3,136.5,133.2,102.3,90.2,84.5,70.3
2024/2/8 3:00,134.2,140.9,109.3,137.6,129,86,84,81.6,84.5,71.4
2024/2/8 2:00,142.6,143.4,102.9,131.9,140.1,76.7,79.6,83.3,88.8,74.8
2024/2/8 1:00,114.8,128.3,93.6,133,156.9,81.6,95,98.1,96.8,76.7
2024/2/8 0:00,103.3,118.7,96.7,143.1,173.8,94.2,106.5,115.5,114,80.3
2024/2/7 23:00,99.2,120.4,101.3,152.6,179.9,104.1,129.4,133.9,134.6,82.8
2024/2/7 22:00,101,121,106.3,157.9,178.1,107.6,152.3,141.3,157.7,78.9
2024/2/7 21:00,113.1,136.2,113.1,135.3,126.2,104.2,128.6,117.8,167.5,73.9
2024/2/7 20:00,115.7,150.4,121.7,130,88.2,116.2,88.9,110,116.8,75.8
2024/2/7 19:00,114.8,158.1,131.7,140.4,90,137.9,103.2,128.6,125.8,77.2
2024/2/7 18:00,124.2,176,143.4,152.9,93.3,166.3,125,151.2,132.8,76.2
2024/2/7 17:00,127,186,150.3,168.5,107.6,146.9,143.6,164.3,138,73.3
2024/2/7 16:00,122.4,189.1,151.4,179.1,130.7,85.9,177.5,142.8,124,70.4
2024/2/7 15:00,125.5,186,155.4,188.9,163.4,88.9,101.8,95.4,112.6,69.4
2024/2/7 14:00,126.8,180.1,169.9,202,207,105.4,83.3,97.9,108.2,69.5
2024/2/7 13:00,132.2,191.7,187.3,214.9,245.5,149.1,92.3,105.6,108.5,69.8
2024/2/7 12:00,132.8,215.6,209.6,239.6,278.3,231.9,100.7,115.9,109.9,69.4
2024/2/7 11:00,117.3,223.1,232,262.4,318,299.6,93.7,122.2,107.5,68.1
2024/2/7 10:00,100.3,221.8,248,272.2,350.6,323.7,95.2,105.8,101.5,67.9
2024/2/7 9:00,97.2,200.5,214.2,241.5,322.5,259.7,91.3,92.2,94.8,67.5
2024/2/7 8:00,104.5,202,193.9,205.1,231.4,148.7,79,87.1,91,68.6
2024/2/7 7:00,86,186.9,188.1,187.1,131.5,132.1,76.3,87.5,93.5,69.1
2024/2/7 6:00,67.4,127.1,177.7,170.3,115.3,115.7,76.4,90.7,102.3,68.7
2024/2/7 5:00,67,101.3,167.8,121.9,112.8,116,84.2,91.7,101.5,69.3
2024/2/7 4:00,68.2,105.3,142.2,104,114,122.5,85.8,89.5,101.2,67.7
2024/2/7 3:00,68.8,108.1,137.6,103.7,117.3,118.1,80.4,88.6,99,66
2024/2/7 2:00,69.8,110.6,136.2,105.8,119.9,113.1,78.3,87.2,96.6,66.1
2024/2/7 1:00,68,111,136,109.6,121.5,115.2,77.9,87.8,93.5,66.6
2024/2/7 0:00,68.4,116.1,137.9,115.5,121.9,117,78.5,87.9,93.8,67.2
2024/2/6 23:00,69.3,128.8,139.2,125.6,122.7,115,82.2,88.8,94.3,66.9
2024/2/6 22:00,71.3,139.8,140.7,139.1,125.3,110.3,80.9,88.8,95.6,66.8
